in,em,ba,hs,en,ag,hh,he,be,sample_used_benefits,sample_total,total_weighted_pop,weighted_used_benefits,rate
YES,YES,NO,NO,YES,YES,*,YES,NO,0,126,730597.78,0.00,0.0000
YES,YES,*,NO,YES,YES,*,YES,NO,0,126,730597.78,0.00,0.0000
YES,YES,*,*,YES,NO,*,NO,YES,104,126,934514.10,784110.70,0.8391
NO,YES,NO,*,*,NO,*,NO,YES,111,126,799176.38,702564.98,0.8791
NO,*,NO,YES,YES,YES,NO,YES,YES,115,126,678886.07,624065.88,0.9192
YES,NO,NO,NO,*,NO,*,YES,YES,108,126,859513.39,749017.59,0.8714
YES,NO,*,NO,*,NO,*,YES,YES,108,126,859513.39,749017.59,0.8714
NO,NO,NO,YES,YES,YES,*,YES,YES,118,126,659318.67,624007.99,0.9464
*,NO,NO,*,NO,*,NO,*,YES,122,126,805893.66,790908.87,0.9814
*,*,NO,*,NO,*,YES,*,YES,120,126,824695.04,777938.17,0.9433
YES,*,*,*,*,YES,YES,NO,*,56,126,626630.68,287245.94,0.4584
YES,YES,NO,NO,YES,*,*,NO,*,24,126,749109.57,159731.95,0.2132
YES,YES,*,NO,YES,*,*,NO,*,24,126,749109.57,159731.95,0.2132
YES,NO,NO,NO,*,NO,YES,YES,*,32,126,897264.25,233558.78,0.2603
YES,NO,*,NO,*,NO,YES,YES,*,32,126,897264.25,233558.78,0.2603
YES,YES,*,YES,NO,*,*,YES,*,24,126,1074793.32,196562.30,0.1829
NO,YES,NO,NO,YES,NO,YES,*,*,52,126,836540.52,365303.05,0.4367
NO,YES,*,NO,YES,NO,YES,*,*,52,126,836540.52,365303.05,0.4367
YES,*,NO,YES,YES,YES,YES,*,*,19,126,694432.25,126984.70,0.1829
YES,*,*,*,YES,NO,YES,NO,NO,1,125,925848.25,11210.05,0.0121
NO,NO,NO,NO,*,NO,*,YES,NO,1,125,772286.71,5345.62,0.0069
NO,NO,*,NO,*,NO,*,YES,NO,1,125,772286.71,5345.62,0.0069
YES,*,*,YES,NO,*,NO,*,NO,0,125,1054311.42,0.00,0.0000
*,*,YES,YES,*,*,*,NO,YES,118,125,832263.84,767039.40,0.9216
*,*,YES,*,*,*,*,NO,YES,118,125,832263.84,767039.40,0.9216
NO,*,NO,NO,NO,*,*,*,YES,120,125,732952.12,714214.25,0.9744
NO,*,*,NO,NO,*,*,*,YES,120,125,732952.12,714214.25,0.9744
YES,YES,*,*,NO,NO,NO,YES,*,22,125,958480.46,178709.05,0.1865
NO,NO,YES,YES,*,NO,NO,YES,*,34,125,983911.64,251569.14,0.2557
NO,NO,YES,*,*,NO,NO,YES,*,34,125,983911.64,251569.14,0.2557
YES,*,*,YES,NO,*,NO,YES,*,16,125,1058130.57,154281.71,0.1458
YES,*,*,*,NO,NO,YES,YES,*,31,125,996562.65,230161.92,0.2310
NO,YES,NO,*,NO,NO,*,YES,*,36,125,894448.24,229207.85,0.2563
*,YES,NO,NO,NO,NO,NO,*,*,35,125,879886.50,236353.15,0.2686
*,YES,*,NO,NO,NO,NO,*,*,35,125,879886.50,236353.15,0.2686
YES,YES,NO,NO,NO,NO,*,*,*,25,125,900004.32,176478.95,0.1961
YES,YES,*,NO,NO,NO,*,*,*,25,125,900004.32,176478.95,0.1961
YES,*,NO,YES,NO,NO,*,*,*,33,125,1044195.91,270880.85,0.2594
NO,YES,NO,*,YES,YES,*,*,*,29,125,616516.57,115738.19,0.1877
NO,YES,*,YES,YES,*,*,NO,NO,0,124,720786.22,0.00,0.0000
*,*,NO,NO,NO,NO,NO,*,NO,2,124,909848.48,19328.03,0.0212
*,*,*,NO,NO,NO,NO,*,NO,2,124,909848.48,19328.03,0.0212
NO,*,NO,NO,YES,NO,YES,*,NO,0,124,799488.63,0.00,0.0000
NO,*,*,NO,YES,NO,YES,*,NO,0,124,799488.63,0.00,0.0000
YES,NO,YES,YES,*,NO,YES,*,NO,0,124,1065790.76,0.00,0.0000
YES,NO,YES,*,*,NO,YES,*,NO,0,124,1065790.76,0.00,0.0000
*,YES,NO,*,NO,*,YES,*,NO,0,124,947935.88,0.00,0.0000
NO,NO,YES,YES,*,NO,*,*,NO,0,124,938761.95,0.00,0.0000
NO,NO,YES,*,*,NO,*,*,NO,0,124,938761.95,0.00,0.0000
*,NO,*,YES,*,*,YES,NO,YES,110,124,747131.16,657808.44,0.8804
YES,YES,NO,*,YES,*,*,NO,YES,100,124,852251.09,698521.24,0.8196
*,NO,YES,YES,*,YES,*,*,YES,108,124,766264.57,657555.43,0.8581
*,NO,YES,*,*,YES,*,*,YES,108,124,766264.57,657555.43,0.8581
YES,YES,*,*,YES,*,YES,NO,*,31,124,906745.02,252279.54,0.2782
*,YES,NO,YES,*,*,YES,NO,*,42,124,804862.97,283397.72,0.3521
NO,YES,NO,NO,YES,*,NO,YES,NO,0,123,729240.84,0.00,0.0000
NO,YES,*,NO,YES,*,NO,YES,NO,0,123,729240.84,0.00,0.0000
NO,NO,YES,YES,YES,*,NO,YES,NO,0,123,947931.87,0.00,0.0000
NO,NO,YES,*,YES,*,NO,YES,NO,0,123,947931.87,0.00,0.0000
YES,NO,YES,YES,YES,NO,YES,*,NO,0,123,1060983.61,0.00,0.0000
YES,NO,YES,*,YES,NO,YES,*,NO,0,123,1060983.61,0.00,0.0000
NO,NO,YES,YES,YES,NO,*,*,NO,0,123,929926.53,0.00,0.0000
NO,NO,YES,*,YES,NO,*,*,NO,0,123,929926.53,0.00,0.0000
YES,*,NO,YES,NO,*,*,*,NO,0,123,1022752.33,0.00,0.0000
YES,*,NO,NO,YES,YES,NO,NO,YES,117,123,575088.67,554546.68,0.9643
YES,*,*,NO,YES,YES,NO,NO,YES,117,123,575088.67,554546.68,0.9643
YES,YES,*,*,*,*,NO,NO,YES,102,123,852975.42,709711.46,0.8320
NO,*,YES,YES,YES,*,*,YES,YES,110,123,923292.31,852889.80,0.9237
NO,*,YES,*,YES,*,*,YES,YES,110,123,923292.31,852889.80,0.9237
*,YES,NO,NO,*,NO,NO,NO,*,35,123,709290.70,186534.70,0.2630
*,YES,*,NO,*,NO,NO,NO,*,35,123,709290.70,186534.70,0.2630
NO,NO,NO,*,YES,NO,YES,NO,*,83,123,680861.13,435753.30,0.6400
*,*,NO,NO,*,NO,YES,NO,*,71,123,814206.13,410322.37,0.5040
*,*,*,NO,*,NO,YES,NO,*,71,123,814206.13,410322.37,0.5040
NO,*,NO,YES,*,NO,YES,NO,*,78,123,748208.20,483508.85,0.6462
NO,NO,YES,YES,YES,NO,NO,YES,*,33,123,964455.97,240948.89,0.2498
NO,NO,YES,*,YES,NO,NO,YES,*,33,123,964455.97,240948.89,0.2498
*,YES,NO,YES,NO,NO,*,YES,*,29,123,1020488.20,220208.09,0.2158
*,*,NO,NO,NO,YES,*,YES,*,67,123,762955.75,409701.56,0.5370
*,*,*,NO,NO,YES,*,YES,*,67,123,762955.75,409701.56,0.5370
NO,*,NO,*,NO,NO,NO,*,*,44,123,864512.17,249175.47,0.2882
YES,*,*,*,NO,YES,NO,*,*,45,123,887234.82,325783.87,0.3672
YES,YES,*,*,NO,*,NO,YES,NO,1,122,927369.45,9664.01,0.0104
*,YES,*,*,NO,*,YES,YES,NO,0,122,940170.30,0.00,0.0000
YES,*,*,YES,NO,NO,*,YES,NO,0,122,1028671.81,0.00,0.0000
*,NO,*,YES,YES,YES,YES,*,NO,0,122,653101.59,0.00,0.0000
NO,NO,NO,YES,*,YES,NO,YES,YES,114,122,662737.33,627426.65,0.9467
YES,NO,*,YES,YES,*,YES,YES,YES,105,122,986523.40,817266.40,0.8284
YES,*,NO,NO,NO,*,NO,YES,*,36,122,846821.72,250650.60,0.2960
YES,*,*,NO,NO,*,NO,YES,*,36,122,846821.72,250650.60,0.2960
YES,NO,YES,YES,*,NO,YES,YES,*,6,122,1058080.89,47858.88,0.0452
YES,NO,YES,*,*,NO,YES,YES,*,6,122,1058080.89,47858.88,0.0452
NO,NO,NO,*,NO,*,*,YES,*,69,122,723640.84,397135.56,0.5488
*,*,*,YES,NO,*,YES,*,*,38,122,910589.63,260852.31,0.2865
YES,YES,*,YES,NO,NO,*,*,*,26,122,1041119.66,198376.17,0.1905
YES,YES,NO,NO,NO,*,*,*,NO,1,121,867129.29,9664.01,0.0111
YES,YES,*,NO,NO,*,*,*,NO,1,121,867129.29,9664.01,0.0111
*,NO,*,YES,YES,*,YES,NO,YES,107,121,729597.32,640274.60,0.8776
NO,YES,NO,*,YES,NO,*,NO,YES,106,121,767482.27,670870.86,0.8741
*,YES,*,*,YES,YES,NO,*,YES,98,121,688014.02,546088.99,0.7937
*,*,NO,NO,NO,YES,*,*,YES,118,121,752220.32,740154.14,0.9840
*,*,*,NO,NO,YES,*,*,YES,118,121,752220.32,740154.14,0.9840
YES,NO,NO,NO,YES,NO,NO,NO,*,54,121,693743.25,276034.69,0.3979
YES,NO,*,NO,YES,NO,NO,NO,*,54,121,693743.25,276034.69,0.3979
*,YES,NO,YES,YES,*,YES,NO,*,41,121,779901.31,276053.08,0.3540
NO,*,NO,NO,*,*,YES,NO,*,80,121,677691.50,410593.39,0.6059
NO,*,*,NO,*,*,YES,NO,*,80,121,677691.50,410593.39,0.6059
*,YES,NO,NO,NO,*,NO,YES,*,31,121,858749.77,209525.22,0.2440
*,YES,*,NO,NO,*,NO,YES,*,31,121,858749.77,209525.22,0.2440
YES,YES,NO,*,NO,*,NO,YES,*,24,121,923123.89,206140.93,0.2233
YES,NO,YES,YES,YES,NO,YES,YES,*,6,121,1053273.74,47858.88,0.0454
YES,NO,YES,*,YES,NO,YES,YES,*,6,121,1053273.74,47858.88,0.0454
YES,*,*,YES,YES,YES,YES,YES,*,13,121,711080.33,83657.91,0.1176
YES,YES,NO,*,NO,NO,NO,*,*,29,121,914342.38,230050.26,0.2516
YES,NO,NO,*,NO,YES,*,*,*,64,121,846400.94,450103.20,0.5318
NO,NO,NO,YES,*,NO,*,NO,NO,1,120,677776.86,8927.44,0.0132
*,*,*,YES,YES,YES,YES,YES,NO,0,120,659134.75,0.00,0.0000
*,*,*,YES,NO,NO,NO,*,NO,0,120,1003513.23,0.00,0.0000
*,*,NO,NO,NO,*,YES,*,NO,0,120,832911.17,0.00,0.0000
*,*,*,NO,NO,*,YES,*,NO,0,120,832911.17,0.00,0.0000
YES,*,NO,*,NO,*,YES,*,NO,0,120,928670.88,0.00,0.0000
*,*,NO,*,NO,YES,*,*,NO,0,120,825158.73,0.00,0.0000
YES,*,NO,*,YES,*,YES,NO,YES,111,120,720436.97,673069.09,0.9343
YES,YES,*,YES,YES,*,*,NO,YES,99,120,867455.68,736437.82,0.8490
NO,NO,NO,*,NO,*,*,*,YES,116,120,700727.52,689661.77,0.9842
YES,YES,*,*,*,NO,YES,NO,*,28,120,887926.27,217782.64,0.2453
*,YES,*,*,YES,*,YES,NO,NO,0,119,825072.29,0.00,0.0000
NO,NO,NO,YES,YES,NO,*,NO,NO,1,119,669374.23,8927.44,0.0133
*,YES,*,YES,NO,NO,*,YES,NO,0,119,994998.57,0.00,0.0000
NO,*,*,*,NO,NO,*,YES,NO,0,119,858733.06,0.00,0.0000
*,YES,*,*,NO,NO,YES,*,NO,0,119,920576.70,0.00,0.0000
YES,NO,NO,NO,YES,YES,NO,NO,YES,114,119,554101.32,536581.80,0.9684
YES,NO,*,NO,YES,YES,NO,NO,YES,114,119,554101.32,536581.80,0.9684
*,*,YES,YES,YES,*,*,NO,YES,112,119,778271.54,713047.10,0.9162
*,*,YES,*,YES,*,*,NO,YES,112,119,778271.54,713047.10,0.9162
NO,*,*,*,NO,*,*,YES,YES,110,119,715207.77,663186.75,0.9273
NO,YES,NO,NO,YES,*,*,YES,YES,102,119,726604.65,631896.00,0.8697
NO,YES,*,NO,YES,*,*,YES,YES,102,119,726604.65,631896.00,0.8697
NO,*,NO,YES,YES,NO,YES,NO,*,76,119,725248.76,475313.74,0.6554
NO,*,*,*,NO,*,YES,YES,*,51,119,711097.21,295267.13,0.4152
NO,*,*,YES,NO,*,*,*,*,48,119,841130.45,326663.87,0.3884
NO,YES,NO,*,YES,*,NO,NO,NO,0,118,678382.66,0.00,0.0000
NO,NO,NO,NO,*,*,NO,NO,NO,0,118,521995.02,0.00,0.0000
NO,NO,*,NO,*,*,NO,NO,NO,0,118,521995.02,0.00,0.0000
*,YES,*,*,*,NO,YES,NO,NO,0,118,846976.14,0.00,0.0000
NO,NO,NO,YES,YES,NO,YES,YES,NO,0,118,822515.10,0.00,0.0000
YES,YES,*,*,NO,NO,NO,*,NO,1,118,899453.01,9664.01,0.0107
NO,NO,NO,YES,YES,YES,NO,YES,YES,110,118,634222.14,598911.46,0.9443
NO,*,NO,NO,YES,NO,YES,YES,YES,109,118,739588.73,686485.58,0.9282
NO,*,*,NO,YES,NO,YES,YES,YES,109,118,739588.73,686485.58,0.9282
*,NO,YES,YES,*,NO,NO,*,YES,104,118,911478.60,779366.71,0.8551
*,NO,YES,*,*,NO,NO,*,YES,104,118,911478.60,779366.71,0.8551
*,NO,NO,NO,NO,YES,*,*,YES,115,118,734064.03,721997.85,0.9836
*,NO,*,NO,NO,YES,*,*,YES,115,118,734064.03,721997.85,0.9836
YES,YES,NO,NO,*,*,NO,NO,*,17,118,647546.27,94043.41,0.1452
YES,YES,*,NO,*,*,NO,NO,*,17,118,647546.27,94043.41,0.1452
YES,*,NO,NO,*,*,YES,NO,*,64,118,698010.79,358769.24,0.5140
YES,*,*,NO,*,*,YES,NO,*,64,118,698010.79,358769.24,0.5140
YES,NO,*,YES,*,*,YES,NO,*,47,118,726562.42,293279.83,0.4037
*,*,*,*,NO,YES,NO,YES,*,45,118,818590.73,308827.18,0.3773
YES,YES,NO,NO,YES,YES,NO,YES,*,9,118,664802.90,47850.91,0.0720
YES,YES,*,NO,YES,YES,NO,YES,*,9,118,664802.90,47850.91,0.0720
YES,*,NO,*,NO,NO,YES,YES,*,30,118,941654.97,222179.14,0.2359
*,NO,*,*,NO,*,YES,YES,*,63,118,767611.23,430357.09,0.5606
NO,YES,NO,NO,YES,*,YES,YES,*,49,118,750089.46,321841.11,0.4291
NO,YES,*,NO,YES,*,YES,YES,*,49,118,750089.46,321841.11,0.4291
*,*,*,*,NO,*,NO,YES,YES,110,117,812863.24,763187.92,0.9389
*,NO,YES,YES,YES,YES,*,*,YES,101,117,703353.46,594644.32,0.8454
*,NO,YES,*,YES,YES,*,*,YES,101,117,703353.46,594644.32,0.8454
YES,NO,*,*,*,YES,YES,NO,*,53,117,570988.55,252749.05,0.4427
*,*,NO,NO,NO,NO,YES,YES,*,32,117,819373.93,219918.70,0.2684
*,*,*,NO,NO,NO,YES,YES,*,32,117,819373.93,219918.70,0.2684
NO,NO,NO,NO,YES,NO,YES,YES,*,65,117,705302.21,377668.07,0.5355
NO,NO,*,NO,YES,NO,YES,YES,*,65,117,705302.21,377668.07,0.5355
NO,YES,NO,*,*,YES,NO,*,*,25,117,604281.58,113318.31,0.1875
NO,*,*,*,NO,YES,*,*,*,81,117,716672.32,507500.98,0.7081
NO,YES,NO,*,YES,NO,*,NO,NO,0,116,695336.98,0.00,0.0000
*,YES,NO,NO,YES,YES,NO,YES,NO,0,116,641799.14,0.00,0.0000
*,YES,*,NO,YES,YES,NO,YES,NO,0,116,641799.14,0.00,0.0000
YES,NO,YES,YES,*,NO,YES,YES,NO,0,116,1010222.01,0.00,0.0000
YES,NO,YES,*,*,NO,YES,YES,NO,0,116,1010222.01,0.00,0.0000
*,YES,NO,*,NO,*,YES,YES,NO,0,116,891634.13,0.00,0.0000
NO,*,NO,*,NO,NO,*,YES,NO,0,116,839856.31,0.00,0.0000
YES,*,NO,NO,NO,*,NO,*,NO,2,116,790658.70,19328.03,0.0244
YES,*,*,NO,NO,*,NO,*,NO,2,116,790658.70,19328.03,0.0244
YES,YES,NO,*,NO,*,NO,*,NO,1,116,876479.60,9664.01,0.0110
NO,NO,NO,NO,*,NO,YES,*,YES,107,116,635014.63,575744.53,0.9067
NO,NO,*,NO,*,NO,YES,*,YES,107,116,635014.63,575744.53,0.9067
*,*,NO,NO,*,YES,YES,NO,*,73,116,561496.17,359040.27,0.6394
*,*,*,NO,*,YES,YES,NO,*,73,116,561496.17,359040.27,0.6394
YES,*,NO,*,*,YES,YES,NO,*,53,116,571391.56,267977.61,0.4690
NO,*,NO,*,NO,*,YES,YES,*,49,116,694428.83,285017.18,0.4104
NO,YES,*,*,YES,YES,NO,*,*,27,116,608094.00,126100.17,0.2074
*,NO,NO,YES,NO,*,*,*,*,48,116,811529.69,353928.83,0.4361
*,NO,NO,NO,YES,NO,*,NO,NO,1,115,690972.51,11210.05,0.0162
*,NO,*,NO,YES,NO,*,NO,NO,1,115,690972.51,11210.05,0.0162
YES,NO,YES,YES,YES,NO,YES,YES,NO,0,115,1005414.85,0.00,0.0000
YES,NO,YES,*,YES,NO,YES,YES,NO,0,115,1005414.85,0.00,0.0000
*,YES,NO,YES,NO,*,*,*,NO,0,115,991807.45,0.00,0.0000
NO,NO,NO,NO,*,NO,NO,NO,YES,113,115,513172.23,506147.43,0.9863
NO,NO,*,NO,*,NO,NO,NO,YES,113,115,513172.23,506147.43,0.9863
*,NO,NO,YES,*,*,YES,NO,YES,103,115,682109.03,615962.51,0.9030
*,NO,NO,NO,*,NO,YES,YES,YES,104,115,720129.23,653623.03,0.9076
*,NO,*,NO,*,NO,YES,YES,YES,104,115,720129.23,653623.03,0.9076
YES,NO,NO,YES,*,*,YES,YES,YES,98,115,948431.68,779174.68,0.8215
*,NO,YES,YES,YES,NO,NO,*,YES,101,115,882960.39,750848.50,0.8504
*,NO,YES,*,YES,NO,NO,*,YES,101,115,882960.39,750848.50,0.8504
*,YES,NO,NO,*,*,YES,*,YES,105,115,772850.04,714354.28,0.9243
*,YES,*,NO,*,*,YES,*,YES,105,115,772850.04,714354.28,0.9243
YES,YES,NO,NO,*,NO,*,*,YES,101,115,839820.92,732341.41,0.8720
YES,YES,*,NO,*,NO,*,*,YES,101,115,839820.92,732341.41,0.8720
YES,YES,*,*,YES,NO,YES,NO,*,28,115,851102.89,217782.64,0.2559
*,YES,NO,YES,*,NO,YES,NO,*,40,115,756218.01,263353.13,0.3483
*,*,NO,YES,*,NO,YES,NO,NO,0,114,749923.81,0.00,0.0000
YES,YES,NO,NO,*,YES,NO,YES,NO,0,114,653491.72,0.00,0.0000
YES,YES,*,NO,*,YES,NO,YES,NO,0,114,653491.72,0.00,0.0000
YES,YES,NO,*,*,NO,*,NO,YES,93,114,802715.73,661947.97,0.8246
NO,YES,*,YES,*,*,*,NO,YES,101,114,710208.73,631152.97,0.8887
*,*,NO,*,NO,*,NO,YES,YES,107,114,786269.85,736594.53,0.9368
YES,NO,*,YES,*,NO,YES,YES,YES,98,114,936095.68,783074.71,0.8365
NO,*,NO,*,NO,*,*,YES,YES,105,114,678364.42,626343.41,0.9233
YES,*,*,*,NO,*,*,NO,*,48,114,798346.25,323532.30,0.4053
*,NO,NO,*,NO,*,YES,YES,*,61,114,739367.84,414832.15,0.5611
NO,*,NO,NO,NO,NO,*,YES,*,43,114,772432.11,260881.93,0.3377
NO,*,*,NO,NO,NO,*,YES,*,43,114,772432.11,260881.93,0.3377
YES,*,NO,NO,NO,*,YES,*,*,39,114,839524.72,274187.65,0.3266
YES,*,*,NO,NO,*,YES,*,*,39,114,839524.72,274187.65,0.3266
YES,*,NO,NO,YES,NO,NO,NO,NO,0,113,676202.71,0.00,0.0000
YES,*,*,NO,YES,NO,NO,NO,NO,0,113,676202.71,0.00,0.0000
NO,NO,*,YES,YES,NO,NO,NO,NO,1,113,629155.26,8927.44,0.0142
NO,NO,*,YES,*,NO,NO,NO,NO,1,113,629155.26,8927.44,0.0142
NO,YES,*,*,*,NO,NO,NO,NO,0,113,670461.26,0.00,0.0000
*,YES,NO,NO,YES,*,NO,NO,NO,0,113,605406.97,0.00,0.0000
*,YES,*,NO,YES,*,NO,NO,NO,0,113,605406.97,0.00,0.0000
YES,YES,NO,NO,*,*,*,NO,NO,0,113,650178.43,0.00,0.0000
YES,YES,*,NO,*,*,*,NO,NO,0,113,650178.43,0.00,0.0000
YES,*,*,YES,*,YES,YES,YES,NO,0,113,649431.75,0.00,0.0000
YES,*,NO,NO,NO,NO,*,YES,NO,1,113,828395.93,9664.01,0.0117
YES,*,*,NO,NO,NO,*,YES,NO,1,113,828395.93,9664.01,0.0117
*,YES,NO,*,NO,NO,YES,*,NO,0,113,872040.52,0.00,0.0000
YES,NO,NO,*,NO,*,*,*,NO,1,113,799059.35,9664.01,0.0121
NO,YES,*,*,*,*,NO,NO,YES,99,113,667474.08,584781.62,0.8761
NO,YES,*,YES,YES,*,*,NO,YES,100,113,702864.08,623808.32,0.8875
YES,NO,NO,NO,YES,NO,*,YES,YES,96,113,751866.71,651637.03,0.8667
YES,NO,*,NO,YES,NO,*,YES,YES,96,113,751866.71,651637.03,0.8667
*,NO,NO,NO,*,YES,YES,NO,*,72,113,547897.66,353372.47,0.6450
*,NO,*,NO,*,YES,YES,NO,*,72,113,547897.66,353372.47,0.6450
*,NO,*,YES,NO,*,*,YES,*,32,113,825040.91,240956.12,0.2921
NO,NO,*,*,NO,*,NO,*,*,78,113,729562.10,493280.02,0.6761
YES,YES,*,*,NO,*,YES,*,*,23,113,903080.90,150705.68,0.1669
YES,*,NO,NO,NO,YES,*,*,*,55,113,750750.16,363984.18,0.4848
YES,*,*,NO,NO,YES,*,*,*,55,113,750750.16,363984.18,0.4848
NO,NO,NO,NO,YES,*,NO,NO,NO,0,112,481262.31,0.00,0.0000
NO,NO,*,NO,YES,*,NO,NO,NO,0,112,481262.31,0.00,0.0000
NO,YES,NO,YES,*,*,*,NO,NO,0,112,654056.11,0.00,0.0000
NO,YES,NO,NO,YES,NO,NO,YES,NO,0,112,680726.79,0.00,0.0000
NO,YES,*,NO,YES,NO,NO,YES,NO,0,112,680726.79,0.00,0.0000
YES,*,NO,YES,*,YES,YES,*,NO,0,112,593895.84,0.00,0.0000
*,NO,*,*,NO,NO,*,*,NO,1,112,831756.06,9664.01,0.0116
YES,YES,*,YES,NO,*,*,*,NO,0,112,969217.09,0.00,0.0000
YES,YES,*,*,YES,*,NO,NO,YES,92,112,781896.21,643890.23,0.8235
*,NO,NO,YES,YES,*,YES,NO,YES,100,112,664575.19,598428.67,0.9005
*,YES,NO,YES,YES,NO,YES,NO,*,39,112,731256.35,256008.48,0.3501
YES,NO,YES,YES,YES,NO,*,NO,*,16,112,757044.61,110094.69,0.1454
YES,NO,YES,*,YES,NO,*,NO,*,16,112,757044.61,110094.69,0.1454
YES,NO,YES,YES,*,NO,*,NO,*,16,112,757044.61,110094.69,0.1454
YES,NO,YES,*,*,NO,*,NO,*,16,112,757044.61,110094.69,0.1454
*,*,*,*,NO,YES,*,NO,*,71,112,762884.17,485422.62,0.6363
*,*,NO,YES,NO,NO,NO,*,*,28,112,896918.90,222422.43,0.2480
YES,*,NO,YES,*,*,YES,NO,NO,0,111,709426.86,0.00,0.0000
*,YES,*,*,NO,NO,YES,YES,NO,0,111,864274.94,0.00,0.0000
NO,NO,NO,NO,YES,NO,*,YES,NO,1,111,659366.22,5345.62,0.0081
NO,NO,*,NO,YES,NO,*,YES,NO,1,111,659366.22,5345.62,0.0081
NO,NO,NO,NO,*,NO,NO,*,NO,1,111,639071.36,5345.62,0.0084
NO,NO,*,NO,*,NO,NO,*,NO,1,111,639071.36,5345.62,0.0084
*,NO,YES,YES,*,YES,NO,*,YES,96,111,690637.83,594060.64,0.8602
*,NO,YES,*,*,YES,NO,*,YES,96,111,690637.83,594060.64,0.8602
NO,YES,NO,NO,*,*,NO,*,YES,97,111,647596.05,564797.26,0.8721
NO,YES,*,NO,*,*,NO,*,YES,97,111,647596.05,564797.26,0.8721
*,YES,NO,*,*,YES,*,*,YES,92,111,621606.68,515280.20,0.8289
YES,YES,NO,NO,YES,*,*,*,YES,92,111,779127.16,644958.28,0.8278
YES,YES,*,NO,YES,*,*,*,YES,92,111,779127.16,644958.28,0.8278
YES,NO,*,YES,YES,*,YES,NO,*,45,111,678046.21,276596.45,0.4079
YES,YES,NO,NO,NO,NO,*,YES,*,22,111,812185.15,155161.81,0.1910
YES,YES,*,NO,NO,NO,*,YES,*,22,111,812185.15,155161.81,0.1910
YES,*,NO,*,NO,YES,NO,*,*,44,111,807371.59,316910.14,0.3925
YES,YES,NO,YES,NO,*,*,*,*,29,111,962558.65,228402.27,0.2373
*,*,NO,YES,YES,NO,YES,NO,NO,0,110,718303.76,0.00,0.0000
*,YES,*,*,YES,NO,YES,NO,NO,0,110,790674.38,0.00,0.0000
YES,*,*,*,NO,*,YES,YES,NO,0,110,865684.69,0.00,0.0000
NO,NO,YES,YES,*,NO,*,YES,NO,0,110,871043.60,0.00,0.0000
NO,NO,YES,*,*,NO,*,YES,NO,0,110,871043.60,0.00,0.0000
*,YES,NO,NO,NO,*,NO,*,NO,1,110,767124.53,9664.01,0.0126
*,YES,*,NO,NO,*,NO,*,NO,1,110,767124.53,9664.01,0.0126
NO,YES,*,*,YES,*,NO,NO,YES,96,110,648929.49,566237.03,0.8726
*,NO,NO,NO,YES,*,YES,NO,YES,104,110,529617.65,490406.40,0.9260
*,NO,*,NO,YES,*,YES,NO,YES,104,110,529617.65,490406.40,0.9260
YES,NO,*,YES,YES,NO,YES,YES,YES,94,110,902143.97,749123.00,0.8304
YES,NO,NO,YES,YES,*,YES,YES,YES,93,110,906568.68,737311.68,0.8133
NO,*,*,*,NO,*,NO,*,YES,105,110,702627.48,669782.77,0.9533
*,*,NO,YES,*,YES,YES,YES,*,15,110,584076.91,74515.02,0.1276
*,NO,YES,YES,YES,NO,*,NO,NO,0,109,703967.61,0.00,0.0000
*,NO,YES,*,YES,NO,*,NO,NO,0,109,703967.61,0.00,0.0000
*,NO,YES,YES,*,NO,*,NO,NO,0,109,703967.61,0.00,0.0000
*,NO,YES,*,*,NO,*,NO,NO,0,109,703967.61,0.00,0.0000
NO,YES,NO,YES,YES,*,*,NO,NO,0,109,627355.63,0.00,0.0000
NO,NO,YES,YES,YES,NO,*,YES,NO,0,109,862208.18,0.00,0.0000
NO,NO,YES,*,YES,NO,*,YES,NO,0,109,862208.18,0.00,0.0000
*,*,NO,YES,NO,*,NO,*,NO,0,109,891807.47,0.00,0.0000
NO,NO,NO,NO,YES,NO,NO,NO,YES,107,109,492174.27,485149.48,0.9857
NO,NO,*,NO,YES,NO,NO,NO,YES,107,109,492174.27,485149.48,0.9857
*,YES,NO,NO,YES,NO,NO,YES,YES,89,109,732965.36,605371.46,0.8259
*,YES,*,NO,YES,NO,NO,YES,YES,89,109,732965.36,605371.46,0.8259
YES,*,YES,YES,*,YES,*,*,YES,89,109,704418.83,548876.95,0.7792
YES,*,YES,*,*,YES,*,*,YES,89,109,704418.83,548876.95,0.7792
YES,NO,NO,*,*,YES,YES,NO,*,51,109,529478.54,244695.28,0.4621
NO,NO,*,YES,*,*,YES,NO,*,63,109,616413.29,364528.61,0.5914
YES,NO,NO,NO,YES,NO,YES,YES,*,26,109,761757.83,177472.11,0.2330
NO,YES,NO,NO,YES,NO,YES,YES,*,44,109,709037.92,308817.51,0.4355
YES,NO,*,NO,YES,NO,YES,YES,*,26,109,761757.83,177472.11,0.2330
NO,YES,*,NO,YES,NO,YES,YES,*,44,109,709037.92,308817.51,0.4355
*,*,*,YES,NO,*,YES,YES,*,34,109,819456.03,235973.82,0.2880
YES,*,NO,YES,NO,NO,*,YES,*,27,109,887726.59,210494.87,0.2371
YES,YES,*,YES,NO,NO,*,YES,*,21,109,926075.33,163670.78,0.1767
YES,*,*,*,NO,YES,*,YES,*,38,109,814838.97,296538.03,0.3639
*,*,NO,YES,NO,*,YES,*,*,34,109,812164.88,231764.15,0.2854
