in,em,ba,hs,en,ag,hh,he,be,sample_used_benefits,sample_total,total_weighted_pop,weighted_used_benefits,rate
*,YES,*,YES,*,NO,NO,*,NO,1,423,3978811.70,5020.52,0.0013
NO,*,*,*,YES,*,*,YES,*,135,423,3054818.74,1017469.61,0.3331
NO,*,NO,*,YES,*,*,*,*,147,423,2996297.56,1043014.01,0.3481
*,*,NO,YES,*,NO,*,*,NO,1,422,3536400.99,5020.52,0.0014
*,*,NO,*,YES,NO,NO,YES,*,62,422,3470180.08,539384.60,0.1554
*,YES,NO,*,*,NO,NO,YES,*,62,422,3327393.22,486028.39,0.1461
*,YES,*,YES,YES,*,NO,YES,*,35,422,4069736.76,379289.95,0.0932
YES,YES,*,YES,*,NO,*,*,NO,1,420,4088999.22,5020.52,0.0012
YES,YES,NO,*,*,NO,*,YES,*,57,420,3407847.77,457264.00,0.1342
*,YES,*,YES,*,*,NO,YES,NO,0,419,3934021.04,0.00,0.0000
YES,YES,*,YES,*,*,*,YES,NO,0,419,4072454.38,0.00,0.0000
*,YES,NO,*,YES,*,*,YES,NO,0,418,3287412.31,0.00,0.0000
YES,*,NO,*,*,*,NO,*,NO,3,418,3481950.88,24348.55,0.0070
YES,*,*,YES,YES,NO,NO,YES,NO,0,417,4321533.01,0.00,0.0000
*,NO,NO,*,YES,*,*,*,*,134,416,3176951.06,970827.68,0.3056
*,NO,*,*,*,*,*,YES,NO,0,415,3586214.08,0.00,0.0000
YES,YES,NO,*,*,*,*,*,NO,2,415,3359487.80,14684.53,0.0044
YES,YES,*,YES,YES,NO,*,*,*,36,414,4060940.86,350321.87,0.0863
*,*,NO,YES,YES,NO,*,YES,*,74,413,3482987.07,615504.40,0.1767
*,NO,*,*,*,NO,*,YES,*,95,413,3572685.77,753511.82,0.2109
YES,*,NO,NO,*,*,*,*,*,92,413,3090659.50,662000.63,0.2142
YES,*,*,NO,*,*,*,*,*,92,413,3090659.50,662000.63,0.2142
*,*,NO,*,*,*,*,*,YES,367,412,2943629.98,2643527.17,0.8981
*,*,*,*,*,*,YES,*,NO,0,411,3113059.00,0.00,0.0000
YES,YES,*,*,YES,*,NO,YES,*,26,410,3921982.82,269757.95,0.0688
YES,YES,*,YES,YES,*,*,YES,*,32,409,4015396.43,320422.31,0.0798
YES,YES,*,*,YES,NO,NO,*,*,27,408,3925304.68,278449.48,0.0709
*,*,NO,*,NO,*,*,*,*,131,408,2885291.19,870789.53,0.3018
*,YES,NO,*,*,*,NO,*,NO,2,407,3192515.51,14684.53,0.0046
*,YES,*,YES,YES,NO,NO,YES,*,34,407,3940733.42,361664.93,0.0918
NO,*,*,*,YES,NO,*,*,*,119,406,3023560.80,928323.29,0.3070
NO,*,*,*,*,*,*,*,NO,0,405,2845091.93,0.00,0.0000
YES,YES,*,*,YES,*,NO,*,NO,1,404,3796961.55,5020.52,0.0013
*,*,NO,NO,*,NO,*,*,NO,2,403,2887280.47,19328.03,0.0067
*,*,*,NO,*,NO,*,*,NO,2,403,2887280.47,19328.03,0.0067
YES,*,NO,*,YES,NO,*,YES,*,53,403,3375963.18,480172.61,0.1422
*,YES,*,YES,*,NO,NO,YES,NO,0,402,3796451.46,0.00,0.0000
YES,YES,*,YES,*,NO,*,YES,NO,0,402,3936080.79,0.00,0.0000
*,YES,*,YES,YES,*,NO,*,NO,1,401,3785982.43,5020.52,0.0013
YES,NO,*,*,*,*,*,*,*,86,401,3568825.56,659707.25,0.1849
*,*,YES,YES,*,*,*,*,*,30,400,4132987.97,319247.84,0.0772
*,*,YES,*,*,*,*,*,*,30,400,4132987.97,319247.84,0.0772
*,YES,NO,*,YES,NO,*,YES,NO,0,399,3147121.88,0.00,0.0000
*,*,NO,YES,*,NO,*,YES,NO,0,399,3337578.77,0.00,0.0000
*,*,NO,YES,*,*,NO,*,*,69,398,3386826.25,601144.61,0.1775
*,YES,NO,NO,*,NO,*,*,*,88,395,2830617.36,606818.18,0.2144
*,YES,*,NO,*,NO,*,*,*,88,395,2830617.36,606818.18,0.2144
YES,YES,*,YES,*,*,NO,*,*,33,394,3865066.73,326193.58,0.0844
*,YES,NO,YES,*,*,*,*,*,70,394,3280102.91,577433.00,0.1760
YES,YES,*,YES,YES,NO,*,YES,*,31,393,3876351.92,302797.29,0.0781
*,*,NO,*,YES,*,YES,*,*,126,393,2924657.46,920104.07,0.3146
*,*,*,*,YES,*,YES,YES,*,109,392,2970046.58,820104.85,0.2761
YES,YES,*,YES,YES,*,*,*,NO,1,391,3801262.95,5020.52,0.0013
YES,*,NO,*,*,NO,NO,*,*,54,388,3237759.61,465230.33,0.1437
YES,YES,NO,*,*,*,*,YES,NO,1,386,3127601.86,9664.01,0.0031
*,YES,*,YES,YES,NO,NO,*,NO,1,385,3667540.33,5020.52,0.0014
YES,YES,*,*,YES,NO,NO,YES,*,21,385,3723961.18,220801.66,0.0593
*,*,YES,YES,*,*,*,YES,*,24,384,4010867.23,275289.29,0.0686
*,*,YES,*,*,*,*,YES,*,24,384,4010867.23,275289.29,0.0686
*,YES,*,YES,YES,*,NO,YES,NO,0,383,3651675.69,0.00,0.0000
YES,YES,*,*,YES,*,NO,YES,NO,0,383,3643338.58,0.00,0.0000
YES,YES,NO,*,*,NO,*,*,NO,2,383,3133668.57,14684.53,0.0047
YES,*,NO,YES,*,*,*,*,*,64,382,3331908.20,557748.28,0.1674
*,YES,NO,NO,*,*,*,YES,*,77,381,2727348.54,544362.28,0.1996
*,YES,*,NO,*,*,*,YES,*,77,381,2727348.54,544362.28,0.1996
*,*,*,*,*,*,YES,YES,NO,0,380,2871576.21,0.00,0.0000
YES,YES,*,*,YES,NO,NO,*,NO,1,380,3629231.07,5020.52,0.0014
*,YES,NO,*,*,NO,NO,*,NO,2,379,3003090.36,14684.53,0.0049
YES,*,NO,*,*,*,NO,YES,NO,1,378,3175220.26,9664.01,0.0030
YES,*,NO,*,YES,*,NO,*,*,47,378,3211398.37,403626.04,0.1257
*,YES,NO,YES,*,NO,*,*,*,67,378,3150313.96,547780.89,0.1739
NO,*,NO,NO,*,*,*,*,*,154,377,2480594.46,994825.39,0.4010
NO,*,*,NO,*,*,*,*,*,154,377,2480594.46,994825.39,0.4010
YES,YES,*,YES,YES,NO,*,*,NO,1,375,3682820.85,5020.52,0.0014
*,YES,NO,*,*,*,NO,YES,NO,1,373,2930770.00,9664.01,0.0033
YES,YES,*,YES,YES,*,*,YES,NO,0,373,3665872.66,0.00,0.0000
*,*,NO,*,YES,NO,NO,*,NO,1,372,3014888.52,5020.52,0.0017
NO,*,NO,*,YES,*,*,YES,*,124,372,2639923.02,899753.35,0.3408
*,*,YES,YES,*,NO,*,*,*,24,372,3901195.36,258002.36,0.0661
*,*,YES,*,*,NO,*,*,*,24,372,3901195.36,258002.36,0.0661
*,*,NO,YES,YES,*,*,*,NO,1,371,3118078.89,5020.52,0.0016
YES,YES,*,YES,*,NO,NO,*,*,29,371,3673304.72,278916.45,0.0759
NO,YES,*,*,*,*,*,*,*,101,370,2668571.63,743580.30,0.2786
*,YES,*,YES,YES,NO,NO,YES,NO,0,369,3540297.37,0.00,0.0000
*,*,NO,*,*,*,YES,*,NO,0,369,2753541.04,0.00,0.0000
NO,*,*,*,*,*,*,YES,NO,0,367,2567955.57,0.00,0.0000
YES,*,NO,*,YES,NO,*,*,NO,1,367,3056577.42,5020.52,0.0016
*,NO,*,*,*,*,NO,YES,*,78,367,3271994.12,578662.90,0.1769
*,*,*,*,YES,NO,YES,*,*,98,367,2836158.30,767147.56,0.2705
*,*,YES,YES,*,*,*,*,NO,0,366,3768181.16,0.00,0.0000
*,*,YES,*,*,*,*,*,NO,0,366,3768181.16,0.00,0.0000
YES,YES,*,YES,*,*,NO,YES,*,24,366,3645118.89,259820.93,0.0713
NO,*,*,*,*,*,NO,*,*,116,366,2613185.72,822844.76,0.3149
*,*,NO,NO,*,*,YES,*,*,129,365,2563198.69,889798.84,0.3471
*,*,*,NO,*,*,YES,*,*,129,365,2563198.69,889798.84,0.3471
NO,*,*,*,YES,NO,*,YES,*,100,364,2712498.78,796535.80,0.2937
*,NO,NO,*,YES,*,*,YES,*,111,364,2842720.81,840221.02,0.2956
*,*,YES,YES,YES,*,*,*,*,25,364,3821251.23,282314.34,0.0739
*,*,YES,*,YES,*,*,*,*,25,364,3821251.23,282314.34,0.0739
YES,YES,*,*,YES,NO,NO,YES,NO,0,363,3494273.23,0.00,0.0000
*,*,*,*,NO,*,*,YES,*,94,363,2667031.77,636953.51,0.2388
*,*,YES,YES,*,NO,*,YES,*,19,362,3821373.26,218349.35,0.0571
*,*,YES,*,*,NO,*,YES,*,19,362,3821373.26,218349.35,0.0571
*,YES,NO,YES,*,*,*,YES,*,60,362,2991910.23,495355.57,0.1656
NO,*,*,*,*,NO,*,*,NO,0,361,2599149.53,0.00,0.0000
YES,YES,NO,*,*,NO,*,YES,NO,1,360,2938025.49,9664.01,0.0033
*,*,*,*,*,NO,YES,*,NO,0,360,2749815.76,0.00,0.0000
*,NO,*,*,YES,*,*,*,NO,0,360,3156372.38,0.00,0.0000
*,*,*,*,NO,NO,*,*,*,96,360,2629375.90,644741.85,0.2452
*,NO,NO,NO,*,*,*,*,*,151,360,2512047.97,1001443.59,0.3987
*,NO,*,NO,*,*,*,*,*,151,360,2512047.97,1001443.59,0.3987
YES,YES,*,YES,YES,NO,*,YES,NO,0,359,3554494.33,0.00,0.0000
*,*,NO,NO,*,NO,*,YES,NO,1,359,2565185.35,9664.01,0.0038
*,*,*,NO,*,NO,*,YES,NO,1,359,2565185.35,9664.01,0.0038
YES,YES,*,YES,*,*,NO,*,NO,1,358,3506700.44,5020.52,0.0014
*,*,NO,NO,*,*,NO,YES,*,87,358,2585080.25,595245.20,0.2303
*,*,*,NO,*,*,NO,YES,*,87,358,2585080.25,595245.20,0.2303
NO,YES,*,*,*,NO,*,*,*,97,358,2600326.11,722041.79,0.2777
NO,*,NO,*,*,*,*,*,NO,0,357,2482246.36,0.00,0.0000
YES,YES,*,YES,YES,*,NO,*,*,23,357,3546369.64,241182.99,0.0680
*,YES,NO,*,YES,*,NO,*,*,50,357,2872074.71,413035.51,0.1438
*,*,YES,YES,*,*,*,YES,NO,0,356,3690018.97,0.00,0.0000
*,*,YES,*,*,*,*,YES,NO,0,356,3690018.97,0.00,0.0000
YES,*,NO,NO,*,*,*,YES,*,69,356,2708551.59,535867.58,0.1978
YES,*,*,NO,*,*,*,YES,*,69,356,2708551.59,535867.58,0.1978
NO,*,NO,*,YES,NO,*,*,*,109,356,2619864.50,821806.45,0.3137
*,NO,NO,*,*,NO,*,*,*,112,356,2708897.93,864864.73,0.3193
*,YES,NO,NO,*,NO,*,YES,*,71,354,2545074.29,502051.61,0.1973
*,YES,*,NO,*,NO,*,YES,*,71,354,2545074.29,502051.61,0.1973
*,*,NO,YES,*,NO,NO,*,*,59,354,3049088.63,519583.21,0.1704
*,*,YES,YES,*,*,NO,*,*,27,354,3731738.86,287557.86,0.0771
*,*,YES,*,*,*,NO,*,*,27,354,3731738.86,287557.86,0.0771
*,YES,*,*,*,*,YES,*,*,83,354,2701341.23,602220.09,0.2229
*,*,NO,YES,*,*,NO,YES,*,51,353,3036049.13,456927.83,0.1505
*,*,NO,*,YES,*,YES,YES,*,107,352,2616022.77,799270.30,0.3055
*,*,YES,YES,YES,*,*,YES,*,21,352,3729514.74,248903.14,0.0667
*,*,YES,*,YES,*,*,YES,*,21,352,3729514.74,248903.14,0.0667
*,YES,NO,*,*,NO,NO,YES,NO,1,351,2777126.09,9664.01,0.0035
*,*,*,*,*,*,*,YES,YES,312,351,2683887.20,2406431.00,0.8966
*,YES,NO,YES,*,NO,*,YES,*,59,349,2879406.37,477730.55,0.1659
*,*,NO,NO,YES,NO,*,*,*,87,349,2541216.18,678209.00,0.2669
*,*,*,NO,YES,NO,*,*,*,87,349,2541216.18,678209.00,0.2669
*,NO,*,*,YES,NO,*,*,*,80,349,3078780.20,647080.44,0.2102
*,*,NO,YES,YES,*,*,YES,NO,0,348,2941277.17,0.00,0.0000
*,NO,NO,*,*,*,*,*,NO,1,348,2675205.18,9664.01,0.0036
YES,YES,*,YES,*,NO,NO,YES,*,22,348,3477705.73,224570.89,0.0646
YES,*,NO,*,*,NO,NO,YES,*,42,348,2913363.55,369287.94,0.1268
*,*,NO,*,YES,NO,NO,YES,NO,0,346,2820954.04,0.00,0.0000
*,*,YES,YES,*,NO,*,*,NO,0,345,3607675.20,0.00,0.0000
*,*,YES,*,*,NO,*,*,NO,0,345,3607675.20,0.00,0.0000
YES,NO,*,*,*,*,*,YES,*,59,345,3193632.49,491052.64,0.1538
*,*,YES,YES,YES,NO,*,*,*,21,345,3656951.98,236834.77,0.0648
*,*,YES,*,YES,NO,*,*,*,21,345,3656951.98,236834.77,0.0648
YES,YES,NO,*,YES,*,*,*,*,42,345,2844492.28,369213.70,0.1298
YES,*,NO,YES,*,*,*,YES,*,49,344,3027347.73,432266.54,0.1428
YES,*,NO,*,YES,NO,*,YES,NO,0,343,2860127.01,0.00,0.0000
*,*,NO,YES,YES,NO,*,*,NO,1,343,2908124.58,5020.52,0.0017
YES,YES,*,YES,*,NO,NO,*,NO,1,341,3376764.14,5020.52,0.0015
*,*,NO,NO,YES,*,*,*,NO,0,341,2508909.54,0.00,0.0000
*,*,*,NO,YES,*,*,*,NO,0,341,2508909.54,0.00,0.0000
YES,*,NO,*,YES,*,NO,YES,*,37,341,2930090.25,332568.57,0.1135
*,YES,*,*,*,NO,YES,*,*,82,341,2610898.76,598006.29,0.2290
YES,YES,*,YES,*,*,NO,YES,NO,0,340,3367121.08,0.00,0.0000
*,*,YES,YES,*,NO,*,YES,NO,0,340,3567506.12,0.00,0.0000
*,*,YES,*,*,NO,*,YES,NO,0,340,3567506.12,0.00,0.0000
YES,YES,*,YES,YES,NO,NO,*,*,21,339,3404324.22,217579.67,0.0639
*,*,NO,*,*,*,YES,YES,NO,0,338,2512058.24,0.00,0.0000
*,*,YES,YES,*,*,NO,YES,*,21,338,3609618.12,243599.31,0.0675
*,*,YES,*,*,*,NO,YES,*,21,338,3609618.12,243599.31,0.0675
*,*,YES,YES,YES,NO,*,YES,*,18,338,3597863.80,207729.10,0.0577
*,*,YES,*,YES,NO,*,YES,*,18,338,3597863.80,207729.10,0.0577
YES,*,NO,YES,*,NO,*,*,*,54,338,2989521.78,475816.61,0.1592
*,*,*,*,*,NO,YES,YES,NO,0,336,2547104.41,0.00,0.0000
YES,YES,*,YES,YES,*,NO,YES,*,18,336,3379861.79,198400.43,0.0587
YES,*,YES,YES,*,*,*,*,*,14,336,3614374.26,163479.71,0.0452
*,NO,*,YES,*,*,*,*,*,64,336,3047834.25,518578.30,0.1701
YES,*,YES,*,*,*,*,*,*,14,336,3614374.26,163479.71,0.0452
*,*,YES,YES,YES,*,*,*,NO,0,335,3493377.92,0.00,0.0000
*,*,YES,*,YES,*,*,*,NO,0,335,3493377.92,0.00,0.0000
*,*,*,*,YES,NO,YES,YES,*,84,334,2562006.89,663991.11,0.2592
*,NO,*,*,YES,*,*,YES,NO,0,333,2957565.66,0.00,0.0000
YES,*,NO,*,*,NO,NO,*,NO,3,333,2764832.84,24348.55,0.0088
YES,YES,*,YES,YES,*,NO,*,NO,1,333,3287562.51,5020.52,0.0015
*,*,NO,*,NO,NO,*,*,*,93,333,2385132.51,623574.25,0.2614
*,YES,NO,*,YES,NO,NO,*,*,44,332,2692403.20,368960.33,0.1370
NO,*,*,*,*,NO,*,YES,NO,0,331,2378185.55,0.00,0.0000
*,*,*,*,*,NO,*,*,YES,288,331,2559667.94,2253117.62,0.8802
*,*,NO,*,NO,*,*,YES,*,91,331,2385679.28,610567.35,0.2559
*,NO,*,*,YES,*,NO,*,*,69,331,2944474.71,516656.03,0.1755
NO,YES,NO,*,*,*,*,*,*,92,331,2354795.93,643634.96,0.2733
*,*,NO,YES,YES,*,NO,*,*,51,330,2821687.12,436675.84,0.1548
*,NO,*,*,*,NO,*,*,NO,1,329,2880602.90,9664.01,0.0034
*,*,YES,YES,*,NO,NO,*,*,22,329,3529753.79,237167.82,0.0672
*,*,YES,*,*,NO,NO,*,*,22,329,3529753.79,237167.82,0.0672
*,*,NO,*,YES,NO,YES,*,*,96,329,2501086.59,746313.01,0.2984
*,*,YES,YES,YES,*,*,YES,NO,0,327,3435052.63,0.00,0.0000
*,*,YES,*,YES,*,*,YES,NO,0,327,3435052.63,0.00,0.0000
YES,*,NO,*,YES,*,NO,*,NO,1,327,2771748.28,5020.52,0.0018
*,YES,NO,*,YES,*,NO,YES,*,40,327,2630714.37,334029.02,0.1270
NO,YES,*,*,*,*,*,YES,*,82,327,2350521.75,616787.76,0.2624
YES,YES,*,YES,*,NO,NO,YES,NO,0,325,3244248.56,0.00,0.0000
*,*,NO,YES,YES,NO,*,YES,NO,0,325,2759833.46,0.00,0.0000
*,YES,NO,NO,*,*,*,*,NO,1,325,2346737.46,9664.01,0.0041
*,YES,*,NO,*,*,*,*,NO,1,325,2346737.46,9664.01,0.0041
*,YES,*,*,*,*,YES,YES,*,71,325,2472559.14,518802.10,0.2098
YES,*,YES,YES,*,*,*,YES,*,11,325,3538523.93,142042.30,0.0401
YES,*,YES,*,*,*,*,YES,*,11,325,3538523.93,142042.30,0.0401
*,*,YES,YES,*,*,NO,*,NO,0,324,3408663.19,0.00,0.0000
*,*,YES,*,*,*,NO,*,NO,0,324,3408663.19,0.00,0.0000
*,*,YES,YES,YES,*,NO,*,*,23,324,3467227.42,261479.79,0.0754
*,*,YES,*,YES,*,NO,*,*,23,324,3467227.42,261479.79,0.0754
*,*,NO,*,*,*,*,YES,YES,288,323,2363038.94,2131141.71,0.9019
NO,*,NO,*,*,*,*,YES,NO,0,321,2228859.26,0.00,0.0000
*,*,YES,YES,YES,NO,*,*,NO,0,321,3384599.41,0.00,0.0000
*,*,YES,*,YES,NO,*,*,NO,0,321,3384599.41,0.00,0.0000
YES,YES,*,YES,YES,NO,NO,YES,*,17,321,3250858.44,180775.41,0.0556
*,YES,NO,*,*,*,YES,*,*,81,321,2401991.22,581385.54,0.2420
YES,YES,NO,*,YES,NO,*,*,*,37,321,2673015.55,331904.13,0.1242
NO,YES,NO,*,*,NO,*,*,*,89,321,2297769.54,626401.99,0.2726
*,*,NO,YES,*,NO,NO,YES,*,47,320,2769004.50,419864.83,0.1516
*,NO,NO,*,*,*,NO,*,*,102,320,2457563.85,716741.89,0.2916
YES,*,*,*,*,*,YES,*,*,73,320,2523507.30,550343.73,0.2181
*,*,NO,*,*,NO,YES,*,NO,0,319,2399208.73,0.00,0.0000
*,*,YES,YES,*,NO,NO,YES,*,17,319,3449931.69,197514.80,0.0573
*,*,YES,*,*,NO,NO,YES,*,17,319,3449931.69,197514.80,0.0573
YES,YES,NO,*,YES,*,*,YES,*,35,319,2623045.31,305162.29,0.1163
YES,YES,NO,*,*,*,NO,*,*,43,319,2608348.21,355046.16,0.1361
NO,*,NO,*,*,NO,*,*,NO,0,318,2276529.64,0.00,0.0000
YES,*,YES,YES,*,*,*,*,NO,0,318,3405335.58,0.00,0.0000
YES,*,YES,*,*,*,*,*,NO,0,318,3405335.58,0.00,0.0000
*,NO,*,*,YES,NO,*,YES,*,67,318,2869228.05,563994.90,0.1966
NO,YES,*,*,*,NO,*,YES,*,80,318,2296653.29,605808.35,0.2638
YES,YES,*,YES,YES,*,NO,YES,NO,0,317,3172575.07,0.00,0.0000
*,*,YES,YES,YES,NO,*,YES,NO,0,317,3354616.90,0.00,0.0000
*,*,YES,*,YES,NO,*,YES,NO,0,317,3354616.90,0.00,0.0000
YES,YES,*,YES,YES,NO,NO,*,NO,1,317,3169120.41,5020.52,0.0016
YES,*,NO,NO,*,*,*,*,NO,2,317,2409939.35,19328.03,0.0080
YES,*,*,NO,*,*,*,*,NO,2,317,2409939.35,19328.03,0.0080
YES,*,YES,YES,*,NO,*,*,*,12,317,3455572.36,134999.26,0.0391
YES,*,YES,*,*,NO,*,*,*,12,317,3455572.36,134999.26,0.0391
*,YES,NO,YES,YES,*,*,*,*,52,317,2641825.84,434047.20,0.1643
NO,*,*,*,*,*,NO,YES,*,90,316,2288174.13,657304.21,0.2873
NO,*,NO,*,YES,NO,*,YES,*,91,315,2321152.08,702368.55,0.3026
NO,*,NO,*,*,*,NO,*,*,101,315,2188861.83,676546.45,0.3091
*,*,YES,YES,*,*,NO,YES,NO,0,314,3330501.01,0.00,0.0000
*,*,YES,*,*,*,NO,YES,NO,0,314,3330501.01,0.00,0.0000
*,*,NO,YES,*,*,NO,*,NO,1,314,2661535.60,5020.52,0.0019
*,*,*,*,NO,NO,*,YES,*,77,314,2321092.54,521592.39,0.2247
*,YES,*,*,*,NO,YES,YES,*,70,313,2386396.27,514588.31,0.2156
NO,*,NO,NO,*,*,*,YES,*,121,313,2079009.56,795830.89,0.3828
NO,*,*,NO,*,*,*,YES,*,121,313,2079009.56,795830.89,0.3828
*,*,YES,YES,YES,*,NO,YES,*,19,312,3375490.92,228068.59,0.0676
*,*,YES,*,YES,*,NO,YES,*,19,312,3375490.92,228068.59,0.0676
*,YES,NO,YES,*,*,*,*,NO,1,311,2598009.67,5020.52,0.0019
*,*,NO,NO,*,*,YES,YES,*,103,311,2202480.90,736453.27,0.3344
*,*,*,NO,*,*,YES,YES,*,103,311,2202480.90,736453.27,0.3344
YES,*,NO,YES,*,NO,*,YES,*,45,311,2759383.04,395203.54,0.1432
YES,*,YES,YES,*,*,*,YES,NO,0,310,3350922.66,0.00,0.0000
YES,*,YES,*,*,*,*,YES,NO,0,310,3350922.66,0.00,0.0000
YES,*,NO,YES,*,*,*,*,NO,1,310,2727766.61,5020.52,0.0018
YES,*,YES,YES,*,NO,*,YES,*,9,310,3404152.46,113561.85,0.0334
YES,*,YES,*,*,NO,*,YES,*,9,310,3404152.46,113561.85,0.0334
YES,*,YES,YES,YES,*,*,*,*,12,310,3376137.69,147942.95,0.0438
YES,*,YES,*,YES,*,*,*,*,12,310,3376137.69,147942.95,0.0438
*,*,NO,NO,YES,*,*,YES,NO,0,309,2255168.44,0.00,0.0000
*,*,*,NO,YES,*,*,YES,NO,0,309,2255168.44,0.00,0.0000
*,YES,NO,*,*,NO,YES,*,*,80,309,2321589.93,577171.75,0.2486
*,NO,*,*,*,*,NO,*,NO,1,308,2806867.79,9664.01,0.0034
*,YES,NO,YES,YES,NO,*,*,*,51,308,2571543.81,428068.90,0.1665
*,*,YES,YES,YES,NO,NO,*,*,19,307,3321880.27,216000.22,0.0650
*,*,YES,*,YES,NO,NO,*,*,19,307,3321880.27,216000.22,0.0650
YES,*,NO,*,*,NO,NO,YES,NO,1,306,2546422.18,9664.01,0.0038
*,NO,NO,*,*,*,*,YES,NO,0,306,2393127.70,0.00,0.0000
YES,NO,*,*,*,*,*,*,NO,1,306,2853218.66,9664.01,0.0034
YES,*,NO,YES,YES,*,*,*,*,46,306,2671639.97,395295.80,0.1480
YES,NO,*,*,YES,*,*,*,*,52,306,2831797.13,403141.85,0.1424
*,*,*,*,YES,*,*,*,YES,263,305,2379175.99,2074380.00,0.8719
*,YES,NO,*,YES,NO,NO,YES,*,35,305,2468622.51,295932.14,0.1199
*,*,NO,NO,YES,NO,*,YES,*,70,305,2214128.19,567036.76,0.2561
*,*,*,NO,YES,NO,*,YES,*,70,305,2214128.19,567036.76,0.2561
*,NO,NO,*,*,NO,*,YES,*,90,305,2370217.67,713731.15,0.3011
*,NO,*,YES,*,*,*,YES,*,48,305,2829193.66,392847.28,0.1389
*,NO,*,*,*,NO,*,YES,NO,0,304,2710686.94,0.00,0.0000
*,*,YES,YES,*,NO,NO,*,NO,0,304,3257068.18,0.00,0.0000
*,*,YES,*,*,NO,NO,*,NO,0,304,3257068.18,0.00,0.0000
*,*,NO,*,*,NO,*,*,YES,264,304,2266147.78,1995115.25,0.8804
YES,YES,*,YES,YES,NO,NO,YES,NO,0,303,3061196.75,0.00,0.0000
*,*,*,*,NO,*,*,*,NO,2,303,2267767.13,19328.03,0.0085
NO,*,*,*,*,NO,NO,*,*,82,303,2238720.32,613425.56,0.2740
YES,*,YES,YES,*,*,NO,*,*,12,303,3307414.97,141259.55,0.0427
YES,*,YES,*,*,*,NO,*,*,12,303,3307414.97,141259.55,0.0427
YES,*,YES,YES,*,NO,*,*,NO,0,302,3285055.31,0.00,0.0000
YES,*,YES,*,*,NO,*,*,NO,0,302,3285055.31,0.00,0.0000
YES,NO,NO,*,*,*,*,*,*,83,302,2438054.74,630568.44,0.2586
YES,*,NO,*,YES,*,NO,YES,NO,0,301,2580005.78,0.00,0.0000
*,*,NO,NO,*,*,NO,*,NO,2,301,2204875.68,19328.03,0.0088
*,*,*,NO,*,*,NO,*,NO,2,301,2204875.68,19328.03,0.0088
YES,*,YES,YES,YES,*,*,YES,*,10,301,3314619.01,131186.87,0.0396
YES,*,YES,*,YES,*,*,YES,*,10,301,3314619.01,131186.87,0.0396
*,YES,NO,YES,*,NO,*,*,NO,1,300,2512421.42,5020.52,0.0020
*,*,YES,YES,YES,NO,NO,YES,*,16,300,3262792.10,186894.55,0.0573
*,*,YES,*,YES,NO,NO,YES,*,16,300,3262792.10,186894.55,0.0573
*,*,YES,YES,*,NO,NO,YES,NO,0,299,3216899.09,0.00,0.0000
*,*,YES,*,*,NO,NO,YES,NO,0,299,3216899.09,0.00,0.0000
YES,YES,NO,*,YES,*,*,*,NO,1,299,2444318.45,5020.52,0.0021
YES,YES,NO,*,YES,NO,*,YES,*,31,299,2473427.83,273831.02,0.1107
NO,*,*,*,*,*,YES,*,*,114,299,2046442.58,781050.18,0.3817
YES,*,YES,YES,*,NO,*,YES,NO,0,298,3255072.81,0.00,0.0000
YES,*,YES,*,*,NO,*,YES,NO,0,298,3255072.81,0.00,0.0000
*,*,YES,YES,YES,*,NO,*,NO,0,298,3170229.82,0.00,0.0000
*,YES,NO,*,YES,*,NO,*,NO,1,298,2385087.00,5020.52,0.0021
*,*,YES,*,YES,*,NO,*,NO,0,298,3170229.82,0.00,0.0000
*,*,NO,YES,YES,*,NO,YES,*,40,298,2586000.42,356161.92,0.1377
*,YES,NO,NO,*,NO,*,*,NO,1,297,2166713.07,9664.01,0.0045
*,YES,*,NO,*,NO,*,*,NO,1,297,2166713.07,9664.01,0.0045
*,NO,*,*,YES,*,NO,YES,*,57,297,2719071.92,449648.48,0.1654
*,*,NO,*,YES,NO,YES,YES,*,82,296,2226935.18,643156.56,0.2888
*,*,NO,YES,YES,NO,NO,*,*,45,296,2576658.01,397219.67,0.1542
*,*,NO,*,*,NO,YES,YES,NO,0,295,2196497.38,0.00,0.0000
*,YES,NO,NO,*,*,*,YES,NO,1,295,2131454.67,9664.01,0.0045
*,YES,*,NO,*,*,*,YES,NO,1,295,2131454.67,9664.01,0.0045
*,*,NO,NO,*,NO,NO,*,*,66,295,2076058.13,445539.39,0.2146
*,*,*,NO,*,NO,NO,*,*,66,295,2076058.13,445539.39,0.2146
YES,*,YES,YES,YES,NO,*,*,*,11,295,3253255.68,130317.93,0.0401
YES,*,YES,*,YES,NO,*,*,*,11,295,3253255.68,130317.93,0.0401
*,*,*,*,*,YES,*,*,*,109,295,2105545.65,709657.39,0.3370
NO,NO,*,*,*,*,*,*,*,129,295,1991056.66,860314.65,0.4321
YES,*,YES,YES,YES,*,*,*,NO,0,294,3182635.77,0.00,0.0000
YES,*,YES,*,YES,*,*,*,NO,0,294,3182635.77,0.00,0.0000
*,YES,NO,YES,YES,*,*,YES,*,46,294,2430075.27,378223.17,0.1556
*,YES,NO,YES,*,*,*,YES,NO,0,292,2422230.25,0.00,0.0000
YES,*,YES,YES,*,*,NO,YES,*,9,292,3231564.65,119822.15,0.0371
YES,*,YES,*,*,*,NO,YES,*,9,292,3231564.65,119822.15,0.0371
